Champion,wr,wrdelta,rankwr,Pick Rate,Ban Rate,PBI Index,lane,games,rank,wrdiff,PBIno
Yunara,42.1,-5.81,44.23,5.21,1.77,-11.0,bottom lane,14661.0,IRON,-2.1299999999999955,-5.164319248826302
Talon,41.57,-4.0,44.23,2.13,1.09,-6.0,middle lane,6011.0,IRON,-2.6599999999999966,-2.2556390977443637
Twitch,44.28,-5.99,44.23,4.54,10.07,0.0,bottom lane,12772.0,IRON,0.05000000000000426,0.0
Jayce,39.54,-5.34,44.23,1.19,0.91,-6.0,top lane,3341.0,IRON,-4.689999999999998,-1.2793176972281457
Bel'Veth,42.0,-5.09,44.23,1.22,0.83,-3.0,jungle lane,3424.0,IRON,-2.229999999999997,-1.3452914798206297
Thresh,43.83,-6.17,44.23,5.6,2.18,-2.0,support lane,15784.0,IRON,-0.3999999999999986,-5.000000000000018
Miss Fortune,46.36,-5.58,44.23,26.83,14.76,67.0,bottom lane,75547.0,IRON,2.1300000000000026,31.455399061032825
Dr. Mundo,46.79,-5.56,44.23,4.61,8.72,13.0,top lane,12973.0,IRON,2.5600000000000023,5.078124999999996
Lissandra,43.56,-5.85,44.23,1.69,1.13,-1.0,middle lane,4759.0,IRON,-0.6699999999999946,-1.492537313432848
Zyra,47.76,-5.46,44.23,3.44,3.31,13.0,support lane,9688.0,IRON,3.530000000000001,3.6827195467422085
Qiyana,38.24,-4.63,44.23,1.21,0.26,-7.0,middle lane,3418.0,IRON,-5.989999999999995,-1.1686143572621046
Anivia,43.3,-5.62,44.23,1.2,1.28,-1.0,middle lane,3386.0,IRON,-0.9299999999999997,-1.0752688172043015
Kayn,44.61,-6.23,44.23,10.85,6.11,4.0,jungle lane,30565.0,IRON,0.38000000000000256,10.526315789473614
Nilah,45.32,-6.25,44.23,1.05,1.34,1.0,bottom lane,2948.0,IRON,1.0900000000000034,0.9174311926605476
Corki,39.95,-7.67,44.23,0.69,0.3,-3.0,bottom lane,1940.0,IRON,-4.279999999999994,-0.7009345794392533
Rumble,42.4,-3.96,44.23,1.17,0.5,-2.0,top lane,3288.0,IRON,-1.8299999999999983,-1.092896174863389
Ahri,43.2,-5.36,44.23,11.86,5.78,-13.0,middle lane,33404.0,IRON,-1.029999999999994,-12.621359223301043
Vel'Koz,46.33,-6.09,44.23,2.97,1.75,6.0,support lane,8359.0,IRON,2.1000000000000014,2.8571428571428554
Vladimir,41.81,-7.19,44.23,1.63,2.42,-4.0,middle lane,4597.0,IRON,-2.4199999999999946,-1.6528925619834747
Riven,40.05,-3.21,44.23,1.75,0.47,-7.0,top lane,4926.0,IRON,-4.18,-1.674641148325359
Sivir,42.79,-3.0,44.23,2.5,1.33,-4.0,bottom lane,7053.0,IRON,-1.4399999999999977,-2.777777777777782
Sona,46.2,-4.1,44.23,3.02,0.39,6.0,support lane,8515.0,IRON,1.970000000000006,3.045685279187808
Udyr,43.24,-5.67,44.23,1.43,0.39,-1.0,jungle lane,4033.0,IRON,-0.9899999999999949,-1.0101010101010153
Nautilus,44.61,-5.37,44.23,9.37,10.45,4.0,support lane,26393.0,IRON,0.38000000000000256,10.526315789473614
Master Yi,43.65,-6.92,44.23,17.24,25.11,-13.0,jungle lane,48557.0,IRON,-0.5799999999999983,-22.41379310344834
Pantheon,43.84,-6.39,44.23,4.99,2.45,-2.0,support lane,14039.0,IRON,-0.38999999999999346,-5.128205128205214
Shen,43.64,-4.21,44.23,1.42,0.5,-1.0,top lane,3996.0,IRON,-0.5899999999999963,-1.6949152542372987
Ziggs,44.89,-5.6,44.23,2.4,1.44,2.0,bottom lane,6755.0,IRON,0.6600000000000037,3.0303030303030134
Yone,44.59,-6.9,44.23,12.64,10.13,5.0,middle lane,35603.0,IRON,0.36000000000000654,13.888888888888637
Gangplank,42.56,-3.67,44.23,1.25,1.03,-2.0,top lane,3522.0,IRON,-1.6699999999999946,-1.1976047904191656
Katarina,41.09,-6.66,44.23,3.75,5.01,-12.0,middle lane,10561.0,IRON,-3.1399999999999935,-3.821656050955422
Varus,42.34,-5.13,44.23,5.28,2.19,-10.0,bottom lane,14866.0,IRON,-1.8899999999999935,-5.291005291005309
Viktor,45.57,-4.9,44.23,2.21,1.38,3.0,middle lane,6228.0,IRON,1.3400000000000034,2.238805970149248
Hecarim,38.51,-6.44,44.23,2.94,0.62,-17.0,jungle lane,8279.0,IRON,-5.719999999999999,-2.9720279720279725
Bard,42.73,-5.62,44.23,1.63,0.66,-2.0,support lane,4582.0,IRON,-1.5,-1.3333333333333333
Soraka,44.96,-5.47,44.23,2.31,1.22,2.0,support lane,6512.0,IRON,0.730000000000004,2.7397260273972455
Nidalee,36.07,-5.09,44.23,0.67,0.25,-5.0,jungle lane,1891.0,IRON,-8.159999999999997,-0.612745098039216
Akali,42.28,-5.9,44.23,10.72,16.29,-25.0,middle lane,30184.0,IRON,-1.9499999999999957,-12.820512820512848
Kled,45.01,-5.6,44.23,0.81,0.64,1.0,top lane,2293.0,IRON,0.7800000000000011,1.2820512820512802
Rengar,38.34,-7.24,44.23,2.06,1.12,-12.0,jungle lane,5806.0,IRON,-5.8899999999999935,-2.0373514431239412
Zeri,40.4,-5.0,44.23,1.4,0.23,-5.0,bottom lane,3936.0,IRON,-3.8299999999999983,-1.3054830287206272
Kalista,41.29,-3.43,44.23,1.12,0.53,-3.0,bottom lane,3151.0,IRON,-2.9399999999999977,-1.0204081632653068
Tristana,42.75,-6.35,44.23,8.31,5.12,-13.0,bottom lane,23408.0,IRON,-1.4799999999999969,-8.783783783783802
Elise,40.23,-8.15,44.23,0.52,0.27,-2.0,jungle lane,1474.0,IRON,-4.0,-0.5
Lux,45.93,-5.78,44.23,21.41,27.97,51.0,support lane,60292.0,IRON,1.7000000000000028,29.99999999999995
Kayle,44.47,-5.36,44.23,3.54,2.35,1.0,top lane,9975.0,IRON,0.240000000000002,4.166666666666632
Zilean,45.04,-7.2,44.23,0.91,0.34,1.0,support lane,2549.0,IRON,0.8100000000000023,1.2345679012345645
Orianna,41.0,-5.84,44.23,1.59,0.63,-5.0,middle lane,4471.0,IRON,-3.229999999999997,-1.5479876160990726
Rammus,48.13,-4.75,44.23,2.51,5.68,10.0,jungle lane,7076.0,IRON,3.9000000000000057,2.5641025641025603
Camille,39.07,-4.32,44.23,0.81,0.42,-4.0,top lane,2268.0,IRON,-5.159999999999997,-0.7751937984496129
Briar,47.08,-6.03,44.23,7.97,14.92,27.0,jungle lane,22440.0,IRON,2.8500000000000014,9.473684210526311
Xayah,42.36,-6.72,44.23,2.77,0.6,-5.0,bottom lane,7797.0,IRON,-1.8699999999999974,-2.673796791443854
Pyke,42.67,-6.47,44.23,7.17,16.74,-13.0,support lane,20186.0,IRON,-1.5599999999999952,-8.333333333333359
Lillia,46.65,-5.32,44.23,3.23,1.96,8.0,jungle lane,9103.0,IRON,2.4200000000000017,3.30578512396694
Garen,44.87,-6.06,44.23,11.69,9.19,8.0,top lane,32907.0,IRON,0.6400000000000006,12.49999999999999
Shaco,41.93,-5.37,44.23,6.2,31.56,-21.0,jungle lane,17467.0,IRON,-2.299999999999997,-9.130434782608708
Syndra,43.34,-8.16,44.23,1.4,1.34,-1.0,middle lane,3929.0,IRON,-0.8899999999999935,-1.1235955056179858
Nocturne,45.44,-5.32,44.23,9.76,11.83,13.0,jungle lane,27494.0,IRON,1.2100000000000009,10.743801652892554
Brand,47.11,-5.12,44.23,5.72,11.5,19.0,support lane,16104.0,IRON,2.8800000000000026,6.597222222222216
Sylas,41.97,-6.66,44.23,6.87,9.51,-17.0,middle lane,19355.0,IRON,-2.259999999999998,-7.5221238938053165
Kha'Zix,38.33,-6.05,44.23,3.06,1.61,-18.0,jungle lane,8611.0,IRON,-5.899999999999999,-3.0508474576271194
Galio,45.23,-5.38,44.23,3.17,1.99,3.0,middle lane,8916.0,IRON,1.0,3.0
Darius,40.99,-6.2,44.23,8.92,17.3,-35.0,top lane,25123.0,IRON,-3.239999999999995,-10.802469135802486
Blitzcrank,44.87,-5.87,44.23,7.39,16.94,6.0,support lane,20824.0,IRON,0.6400000000000006,9.374999999999991
Zac,42.28,-6.63,44.23,1.15,0.35,-2.0,jungle lane,3226.0,IRON,-1.9499999999999957,-1.025641025641028
Malphite,45.5,-3.7,44.23,6.06,11.31,9.0,top lane,17072.0,IRON,1.2700000000000031,7.086614173228329
Akshan,40.73,-7.43,44.23,1.4,1.35,-5.0,middle lane,3936.0,IRON,-3.5,-1.4285714285714286
Senna,42.77,-5.55,44.23,3.8,1.2,-6.0,support lane,10690.0,IRON,-1.4599999999999937,-4.109589041095908
Lulu,42.33,-3.89,44.23,2.6,1.17,-5.0,support lane,7324.0,IRON,-1.8999999999999986,-2.631578947368423
Ivern,38.37,-6.54,44.23,0.6,0.31,-4.0,jungle lane,1676.0,IRON,-5.859999999999999,-0.6825938566552902
Tryndamere,44.51,-8.55,44.23,3.98,4.3,1.0,top lane,11203.0,IRON,0.28000000000000114,3.571428571428557
Leona,47.58,-5.65,44.23,6.78,8.39,25.0,support lane,19105.0,IRON,3.3500000000000014,7.462686567164176
Diana,44.57,-5.76,44.23,5.53,5.65,2.0,middle lane,15576.0,IRON,0.3400000000000034,5.8823529411764115
Sejuani,45.61,-5.17,44.23,1.5,0.21,2.0,jungle lane,4223.0,IRON,1.3800000000000026,1.449275362318838
Ornn,45.61,-2.56,44.23,2.2,0.54,3.0,top lane,6189.0,IRON,1.3800000000000026,2.1739130434782568
Kennen,41.59,-4.64,44.23,1.49,0.95,-4.0,top lane,4203.0,IRON,-2.6399999999999935,-1.515151515151519
Taliyah,39.23,-6.22,44.23,0.61,0.11,-3.0,middle lane,1708.0,IRON,-5.0,-0.6
Kindred,40.3,-6.17,44.23,3.01,0.64,-12.0,jungle lane,8474.0,IRON,-3.9299999999999997,-3.053435114503817
Warwick,45.31,-4.66,44.23,15.66,14.0,20.0,jungle lane,44103.0,IRON,1.0800000000000054,18.518518518518427
Ryze,43.1,-5.98,44.23,1.31,0.42,-1.0,middle lane,3682.0,IRON,-1.1299999999999955,-0.884955752212393
Aurora,42.08,-5.54,44.23,2.79,1.59,-6.0,middle lane,7854.0,IRON,-2.1499999999999986,-2.7906976744186065
Twisted Fate,41.62,-7.16,44.23,1.29,0.25,-3.0,middle lane,3626.0,IRON,-2.6099999999999994,-1.149425287356322
Nunu & Willump,43.1,-4.86,44.23,2.39,0.51,-3.0,jungle lane,6736.0,IRON,-1.1299999999999955,-2.654867256637179
Rakan,45.01,-3.51,44.23,1.86,0.32,1.0,support lane,5232.0,IRON,0.7800000000000011,1.2820512820512802
K'Sante,39.71,-5.86,44.23,1.9,0.87,-9.0,top lane,5364.0,IRON,-4.519999999999996,-1.9911504424778779
Amumu,47.46,-5.98,44.23,4.99,3.39,17.0,jungle lane,14061.0,IRON,3.230000000000004,5.263157894736835
Swain,45.79,-6.25,44.23,4.99,8.1,8.0,support lane,14064.0,IRON,1.5600000000000023,5.128205128205121
Aatrox,39.21,-6.82,44.23,4.15,5.39,-22.0,top lane,11674.0,IRON,-5.019999999999996,-4.382470119521916
Urgot,45.3,-7.14,44.23,2.74,2.26,3.0,top lane,7704.0,IRON,1.0700000000000003,2.8037383177570088
Vi,45.31,-6.28,44.23,4.4,0.76,5.0,jungle lane,12394.0,IRON,1.0800000000000054,4.629629629629607
LeBlanc,40.98,-6.16,44.23,2.73,9.45,-10.0,middle lane,7676.0,IRON,-3.25,-3.076923076923077
Fiddlesticks,41.89,-6.1,44.23,1.87,0.63,-4.0,jungle lane,5256.0,IRON,-2.3399999999999963,-1.7094017094017122
Mordekaiser,45.57,-6.12,44.23,13.77,18.43,23.0,top lane,38792.0,IRON,1.3400000000000034,17.16417910447757
Wukong,44.6,-5.98,44.23,2.46,0.56,1.0,jungle lane,6932.0,IRON,0.37000000000000455,2.7027027027026693
Braum,46.06,-4.44,44.23,4.16,1.62,8.0,support lane,11716.0,IRON,1.8300000000000054,4.371584699453539
Cassiopeia,41.52,-4.23,44.23,0.88,0.68,-2.0,middle lane,2471.0,IRON,-2.7099999999999937,-0.7380073800738024
Yorick,47.46,-6.78,44.23,5.22,15.69,20.0,top lane,14696.0,IRON,3.230000000000004,6.191950464396277
Alistar,43.65,-4.45,44.23,1.52,0.74,-1.0,support lane,4277.0,IRON,-0.5799999999999983,-1.7241379310344878
Teemo,47.58,-4.62,44.23,9.29,25.6,42.0,top lane,26169.0,IRON,3.3500000000000014,12.537313432835816
Evelynn,40.75,-5.34,44.23,2.43,1.19,-9.0,jungle lane,6839.0,IRON,-3.479999999999997,-2.5862068965517264
Janna,42.16,-4.9,44.23,0.79,0.14,-2.0,support lane,2232.0,IRON,-2.0700000000000003,-0.9661835748792269
Taric,46.69,-8.03,44.23,0.78,0.23,2.0,support lane,2189.0,IRON,2.460000000000001,0.8130081300813006
Volibear,44.38,-6.45,44.23,5.49,4.66,1.0,jungle lane,15449.0,IRON,0.15000000000000568,6.666666666666414
Gwen,42.34,-5.38,44.23,2.9,1.7,-6.0,top lane,8154.0,IRON,-1.8899999999999935,-3.1746031746031855
Nasus,45.4,-5.25,44.23,4.74,4.06,6.0,top lane,13361.0,IRON,1.1700000000000017,5.128205128205121
Zoe,41.35,-4.24,44.23,2.83,2.77,-8.0,middle lane,7973.0,IRON,-2.8799999999999955,-2.777777777777782
Fiora,39.88,-9.25,44.23,2.08,1.58,-9.0,top lane,5852.0,IRON,-4.349999999999994,-2.068965517241382
Heimerdinger,45.67,-4.21,44.23,3.61,10.66,6.0,top lane,10164.0,IRON,1.4400000000000048,4.166666666666653
Poppy,44.95,-5.66,44.23,1.26,0.58,1.0,support lane,3548.0,IRON,0.720000000000006,1.3888888888888773
Maokai,46.8,-5.48,44.23,2.27,0.4,6.0,support lane,6380.0,IRON,2.5700000000000003,2.3346303501945522
Hwei,43.43,-5.91,44.23,2.22,0.94,-2.0,middle lane,6259.0,IRON,-0.7999999999999972,-2.500000000000009
Veigar,46.26,-7.43,44.23,9.08,7.68,20.0,middle lane,25571.0,IRON,2.030000000000001,9.852216748768468
Sett,46.71,-6.32,44.23,11.17,6.62,30.0,top lane,31450.0,IRON,2.480000000000004,12.096774193548368
Fizz,44.68,-6.13,44.23,5.17,11.84,3.0,middle lane,14556.0,IRON,0.45000000000000284,6.666666666666624
Zaahen,41.42,-5.22,44.23,2.21,1.53,-6.0,top lane,6212.0,IRON,-2.809999999999995,-2.1352313167259824
Kassadin,39.54,-6.44,44.23,0.73,0.44,-3.0,middle lane,2069.0,IRON,-4.689999999999998,-0.6396588486140729
Neeko,43.74,-5.49,44.23,5.04,2.18,-3.0,support lane,14193.0,IRON,-0.4899999999999949,-6.1224489795919
Illaoi,47.16,-6.36,44.23,5.99,16.87,21.0,top lane,16856.0,IRON,2.9299999999999997,7.167235494880547
Malzahar,46.86,-5.41,44.23,6.46,18.4,21.0,middle lane,18179.0,IRON,2.6300000000000026,7.984790874524707
Renekton,44.21,-5.76,44.23,4.63,2.91,0.0,top lane,13035.0,IRON,-0.01999999999999602,0.0
Cho'Gath,44.32,-5.45,44.23,3.2,1.61,0.0,top lane,9009.0,IRON,0.09000000000000341,0.0
Gragas,40.87,-3.66,44.23,1.15,0.25,-4.0,top lane,3235.0,IRON,-3.3599999999999994,-1.1904761904761907
Trundle,44.73,-5.76,44.23,2.32,1.11,1.0,top lane,6523.0,IRON,0.5,2.0
Annie,41.56,-5.0,44.23,1.93,1.02,-5.0,middle lane,5428.0,IRON,-2.6699999999999946,-1.8726591760299662
Quinn,40.89,-5.56,44.23,1.34,1.18,-5.0,top lane,3764.0,IRON,-3.3399999999999963,-1.4970059880239537
Vex,43.82,-4.92,44.23,5.9,5.05,-3.0,middle lane,16606.0,IRON,-0.4099999999999966,-7.317073170731768
Renata Glasc,44.33,-4.39,44.23,0.58,0.15,0.0,support lane,1631.0,IRON,0.10000000000000142,0.0
Morgana,45.99,-5.55,44.23,12.25,23.07,28.0,support lane,34487.0,IRON,1.7600000000000051,15.909090909090862
Tahm Kench,45.2,-6.56,44.23,4.13,6.1,4.0,support lane,11641.0,IRON,0.970000000000006,4.12371134020616
Azir,39.13,-5.37,44.23,1.35,0.6,-7.0,middle lane,3810.0,IRON,-5.099999999999994,-1.3725490196078447
Gnar,40.53,-7.73,44.23,1.91,0.59,-7.0,top lane,5366.0,IRON,-3.6999999999999957,-1.891891891891894
Mel,42.8,-4.77,44.23,8.26,42.14,-20.0,support lane,23248.0,IRON,-1.4299999999999997,-13.986013986013988
Yuumi,31.77,-0.11,44.23,7.56,2.58,-97.0,support lane,21293.0,IRON,-12.459999999999997,-7.784911717495989
